language,question,document_title,document,document_answer_region
english,"['What', 'is', 'the', 'longest', 'recorded', 'distance', 'that', 'a', 'tornado', 'has', 'traveled', '?']","['Tornado', 'records']","['This', 'article', 'lists', 'various', 'tornado', 'records', '.', 'The', 'most', '""', 'extreme', '""', 'tornado', 'in', 'recorded', 'history', 'was', 'the', 'Tri', '-', 'State', 'Tornado', ',', 'which', 'spread', 'through', 'parts', 'of', 'Missouri', ',', 'Illinois', ',', 'and', 'Indiana', 'on', 'March', '18', ',', '1925', '.', 'It', 'is', 'considered', 'an', 'F5', ',', 'even', 'though', 'tornadoes', 'were', 'not', 'ranked', 'on', 'any', 'scale', 'at', 'the', 'time', '.', 'It', 'holds', 'records', 'for', 'longest', 'path', 'length', 'at', '219', 'miles', '(', '352', 'km', ')', ',', 'longest', 'duration', 'at', 'about', '3½', 'hours', ',', 'and', 'fastest', 'forward', 'speed', 'for', 'a', 'significant', 'tornado', 'at', '73', 'mph', '(', '117', 'km/h', ')', 'anywhere', 'on', 'Earth', '.', 'In', 'addition', ',', 'it', 'is', 'the', 'deadliest', 'single', 'tornado', 'in', 'United', 'States', 'history', 'with', '695', 'fatalities', '.[1', ']', 'It', 'was', 'also', 'the', 'third', '-', 'costliest', 'tornado', 'in', 'history', 'at', 'the', 'time', ',', 'but', 'has', 'been', 'surpassed', 'by', 'several', 'others', 'non', '-', 'normalized', '.', 'When', 'costs', 'are', 'normalized', 'for', 'wealth', 'and', 'inflation', ',', 'it', 'still', 'ranks', 'third', 'today', '.[2', ']']","(67, 69)"
english,"['Who', 'is', 'the', 'current', 'leader', 'of', 'South', 'Africa', '?']","['President', 'of', 'South', 'Africa']","['The', 'President', 'is', 'elected', 'by', 'the', 'National', 'Assembly', ',', 'the', 'lower', 'house', 'of', 'Parliament', ',', 'and', 'is', 'usually', 'the', 'leader', 'of', 'the', 'largest', 'party', ',', 'which', 'has', 'been', 'the', 'African', 'National', 'Congress', 'since', 'the', 'first', 'non', '-', 'racial', 'elections', 'were', 'held', 'on', '27', 'April', '1994', '.', ' ', 'The', 'Constitution', 'limits', 'the', 'president', ""'s"", 'time', 'in', 'office', 'to', 'two', 'five', '-', 'year', 'terms', '.[2', ']', 'The', 'first', 'president', 'to', 'be', 'elected', 'under', 'the', 'new', 'constitution', 'was', 'Nelson', 'Mandela', '.', 'The', 'incumbent', 'is', 'Cyril', 'Ramaphosa', ',', 'who', 'was', 'elected', 'by', 'the', 'National', 'Assembly', 'on', '15', 'February', '2018', 'following', 'the', 'resignation', 'of', 'Jacob', 'Zuma', '.']","(81, 83)"
english,"['What', 'percentage', 'of', 'the', 'American', 'population', 'is', 'vegetarian', '?']","['Vegetarianism', 'by', 'country']","['According', 'to', 'a', 'report', 'in', '2017', ',', 'the', 'number', 'of', 'consumers', 'claiming', 'to', 'be', 'vegan', 'has', 'risen', 'to', '6', '%', 'in', 'the', 'US', '.[130', ']', 'In', '2015', ',', 'a', 'Harris', 'Poll', 'National', 'Survey', 'of', '2,017', 'adults', 'aged', '18', 'and', 'over', 'found', 'that', 'eight', 'million', 'Americans', ',', 'or', '3.4', '%', ',', 'ate', 'a', 'solely', 'vegetarian', 'diet', ',', 'and', 'that', 'one', 'million', ',', 'or', '0.4', '%', ',', 'ate', 'a', 'strictly', 'vegan', 'diet', '.[131', ']']","(47, 49)"
english,"['What', 'do', 'they', 'speak', 'in', 'Brittany', '?']",['Bretons'],"['The', 'main', 'traditional', 'language', 'of', 'Brittany', 'is', 'Breton', '(', 'Brezhoneg', ')', ',', 'spoken', 'in', 'Lower', 'Brittany', '(', 'i.e.', 'the', 'western', 'part', 'of', 'the', 'peninsula', ')', '.', 'Breton', 'is', 'spoken', 'by', 'around', '206,000', 'people', 'as', 'of', '2013', '.[10', ']', 'The', 'other', 'principal', 'minority', 'language', 'of', 'Brittany', 'is', 'Gallo', ';', 'Gallo', 'is', 'spoken', 'only', 'in', 'Upper', 'Brittany', ',', 'where', 'Breton', 'is', 'less', 'dominant', '.', 'As', 'one', 'of', 'the', 'Brittonic', 'languages', ',', 'Breton', 'is', 'related', 'closely', 'to', 'Cornish', 'and', 'more', 'distantly', 'to', 'Welsh', ',', 'while', 'the', 'Gallo', 'language', 'is', 'one', 'of', 'the', 'Romance', 'langues', ""d'oïl"", '.', 'Currently', ',', 'most', 'Bretons', ""'"", 'native', 'language', 'is', 'standard', 'French', '.']","(7, 8)"
english,"['What', 'was', 'the', 'primary', 'language', 'of', 'the', 'Mali', 'Empire', '?']","['Mali', 'Empire']","['The', 'Mali', 'Empire', '(', 'Manding', ':', 'Nyeni', '[4', ']', 'or', 'Niani', ';', 'also', 'historically', 'referred', 'to', 'as', 'the', 'Manden', 'Kurufaba', ',[1', ']', 'sometimes', 'shortened', 'to', 'Manden', ')', 'was', 'an', 'empire', 'in', 'West', 'Africa', 'from', 'c.', '1235', '-', '1400', '.', 'The', 'empire', 'was', 'founded', 'by', 'Sundiata', 'Keita', 'and', 'became', 'renowned', 'for', 'the', 'wealth', 'of', 'its', 'rulers', ',', 'especially', 'Musa', 'Keita', '.', 'The', 'Manding', 'languages', 'were', 'spoken', 'in', 'the', 'empire', '.', 'It', 'was', 'the', 'largest', 'empire', 'in', 'West', 'Africa', 'and', 'profoundly', 'influenced', 'the', 'culture', 'of', 'West', 'Africa', 'through', 'the', 'spread', 'of', 'its', 'language', ',', 'laws', 'and', 'customs', '.[5', ']', 'Much', 'of', 'the', 'recorded', 'information', 'about', 'the', 'Mali', 'Empire', 'comes', 'from', '14th', '-', 'century', 'North', 'African', 'Arab', 'historian', 'Ibn', 'Khaldun', ',', '14th', '-', 'century', 'Moroccan', 'traveller', 'Ibn', 'Battuta', 'and', '16th', '-', 'century', 'Moroccan', 'traveller', 'Leo', 'Africanus', '.', 'The', 'other', 'major', 'source', 'of', 'information', 'is', 'Mandinka', 'oral', 'tradition', ',', 'through', 'storytellers', 'known', 'as', 'griots', '.[6', ']']","(4, 5)"
english,"['How', 'many', 'children', 'did', 'Peter', 'the', 'Great', 'have', '?']","['Peter', 'the', 'Great']","['Peter', 'the', 'Great', 'had', 'two', 'wives', ',', 'with', 'whom', 'he', 'had', 'fourteen', 'children', ',', 'three', 'of', 'whom', 'survived', 'to', 'adulthood', '.', ' ', 'Peter', ""'s"", 'mother', 'selected', 'his', 'first', 'wife', ',', 'Eudoxia', 'Lopukhina', ',', 'with', 'the', 'advice', 'of', 'other', 'nobles', 'in', '1689', '.[35', ']', ' ', 'This', 'was', 'consistent', 'with', 'previous', 'Romanov', 'tradition', 'by', 'choosing', 'a', 'daughter', 'of', 'a', 'minor', 'noble', '.', ' ', 'This', 'was', 'done', 'to', 'prevent', 'fighting', 'between', 'the', 'stronger', 'noble', 'houses', 'and', 'to', 'bring', 'fresh', 'blood', 'into', 'the', 'family', '.[36', ']', ' ', 'He', 'also', 'had', 'a', 'mistress', 'from', 'Germany', ',', 'Anna', 'Mons', '.[35', ']']","(11, 12)"
english,"['What', 'is', 'the', 'most', 'common', 'type', 'of', 'edible', 'mushroom', '?']","['Edible', 'mushroom']","['Agaricus', 'bisporus', 'dominates', 'the', 'edible', 'mushroom', 'market', 'in', 'North', 'America', 'and', 'Europe', ',', 'in', 'several', 'forms', '.', ' ', 'It', 'is', 'an', 'edible', 'basidiomycete', 'mushroom', 'native', 'to', 'grasslands', 'in', 'Europe', 'and', 'North', 'America', '.', 'As', 'it', 'ages', ',', 'this', 'mushroom', 'turns', 'from', 'small', ',', 'white', 'and', 'smooth', 'to', 'large', 'and', 'light', 'brown', '.', ' ', 'In', 'its', 'youngest', 'form', ',', 'it', 'is', 'known', 'as', 'the', ""'"", 'common', 'mushroom', ""'"", ',', ""'"", 'button', 'mushroom', ""'"", ',', ""'"", 'cultivated', 'mushroom', ""'"", ',', 'and', ""'"", 'champignon', 'mushroom', ""'"", '.', ' ', 'Its', 'fully', 'mature', 'form', 'is', 'known', 'as', ""'"", 'portobello', ""'"", '.', ' ', 'Its', 'semi', '-', 'mature', 'form', 'is', 'known', 'variously', 'as', ""'"", 'cremini', ""'"", ',', ""'"", 'baby', '-', 'bella', ""'"", ',', ""'"", 'Swiss', 'brown', ""'"", 'mushroom', ',', ""'"", 'Roman', 'brown', ""'"", 'mushroom', ',', ""'"", 'Italian', 'brown', ""'"", 'mushroom', ',', 'or', ""'"", 'chestnut', ""'"", 'mushroom', '.[8][9][10][11', ']']","(22, 24)"
english,"['What', 'classifies', 'something', 'as', 'a', 'sanctuary', '?']","['Animal', 'sanctuary']","['An', 'animal', 'sanctuary', 'is', 'a', 'facility', 'where', 'animals', 'are', 'brought', 'to', 'live', 'and', 'be', 'protected', 'for', 'the', 'rest', 'of', 'their', 'lives', '.[1', ']', 'Unlike', 'animal', 'shelters', ',', 'sanctuaries', 'do', 'not', 'seek', 'to', 'place', 'animals', 'with', 'individuals', 'or', 'groups', ',', 'instead', 'maintaining', 'each', 'animal', 'until', 'its', 'natural', 'death', '.', 'However', ',', 'they', 'can', 'offer', 'rehoming', 'services', '.', 'In', 'some', 'cases', ',', 'an', 'establishment', 'may', 'have', 'characteristics', 'of', 'both', 'a', 'sanctuary', 'and', 'a', 'shelter', ';', 'for', 'instance', ',', 'some', 'animals', 'may', 'be', 'in', 'residence', 'temporarily', 'until', 'a', 'good', 'home', 'is', 'found', 'and', 'others', 'may', 'be', 'permanent', 'residents', '.', 'The', 'mission', 'of', 'sanctuaries', 'is', 'generally', 'to', 'be', 'safe', 'havens', ',', 'where', 'the', 'animals', 'receive', 'the', 'best', 'care', 'that', 'the', 'sanctuaries', 'can', 'provide', '.', 'Animals', 'are', 'not', 'bought', ',', 'sold', ',', 'or', 'traded', ',', 'nor', 'are', 'they', 'used', 'for', 'animal', 'testing', '.', 'The', 'resident', 'animals', 'are', 'given', 'the', 'opportunity', 'to', 'behave', 'as', 'natural', 'as', 'possible', 'in', 'a', 'protective', 'environment', '.[1', ']']","(7, 21)"
english,"['When', 'was', 'Nimrod', 'created', '?']","['Nimrod', '(', 'computer', ')']","['The', 'Nimrod', ',', 'built', 'in', 'the', 'United', 'Kingdom', 'by', 'Ferranti', 'for', 'the', '1951', 'Festival', 'of', 'Britain', ',', 'was', 'an', 'early', 'computer', 'custom', '-', 'built', 'to', 'play', 'a', 'computer', 'game', ',', 'one', 'of', 'the', 'first', 'games', 'developed', 'in', 'the', 'early', 'history', 'of', 'video', 'games', '.', 'The', 'twelve', '-', 'by', '-', 'nine', '-', 'by', '-', 'five', '-', 'foot', '(', '3.7', '-', 'by-2.7', '-', 'by-1.5', '-', 'metre', ')', 'computer', ',', 'designed', 'by', 'John', 'Makepeace', 'Bennett', 'and', 'built', 'by', 'engineer', 'Raymond', 'Stuart', '-', 'Williams', ',', 'allowed', 'exhibition', 'attendees', 'to', 'play', 'a', 'game', 'of', 'Nim', 'against', 'an', 'artificial', 'intelligence', '.', 'The', 'player', 'pressed', 'buttons', 'on', 'a', 'raised', 'panel', 'corresponding', 'with', 'lights', 'on', 'the', 'machine', 'to', 'select', 'their', 'moves', ',', 'and', 'the', 'Nimrod', 'moved', 'afterward', ',', 'with', 'its', 'calculations', 'represented', 'by', 'more', 'lights', '.', 'The', 'speed', 'of', 'the', 'Nimrod', ""'s"", 'calculations', 'could', 'be', 'slowed', 'down', 'to', 'allow', 'the', 'presenter', 'to', 'demonstrate', 'exactly', 'what', 'the', 'computer', 'was', 'doing', ',', 'with', 'more', 'lights', 'showing', 'the', 'state', 'of', 'the', 'calculations', '.', 'The', 'Nimrod', 'was', 'intended', 'to', 'demonstrate', 'Ferranti', ""'s"", 'computer', 'design', 'and', 'programming', 'skills', 'rather', 'than', 'to', 'entertain', ',', 'though', 'Festival', 'attendees', 'were', 'more', 'interested', 'in', 'playing', 'the', 'game', 'than', 'the', 'logic', 'behind', 'it', '.', 'After', 'its', 'initial', 'exhibition', 'in', 'May', ',', 'the', 'Nimrod', 'was', 'shown', 'for', 'three', 'weeks', 'in', 'October', '1951', 'at', 'the', 'Berlin', 'Industrial', 'Show', 'before', 'being', 'dismantled', '.']","(12, 13)"
english,"['Which', 'countries', 'border', 'the', 'Persian', 'Gulf', '?']","['Persian', 'Gulf']","['Countries', 'with', 'a', 'coastline', 'on', 'the', 'Persian', 'Gulf', 'are', '(', 'clockwise', ',', 'from', 'the', 'north', '):', 'Iran', ';', 'Oman', ""'s"", 'Musandam', 'exclave', ';', 'the', 'United', 'Arab', 'Emirates', ';', 'Saudi', 'Arabia', 'Qatar', ',', 'on', 'a', 'peninsula', 'off', 'the', 'Saudi', 'coast', ';', 'Bahrain', ',', 'on', 'an', 'island', ';', 'Kuwait', ';', 'and', 'Iraq', 'in', 'the', 'northwest', '.', 'Various', 'small', 'islands', 'also', 'lie', 'within', 'the', 'Persian', 'Gulf', ',', 'some', 'of', 'which', 'are', 'the', 'subject', 'of', 'territorial', 'disputes', 'between', 'the', 'states', 'of', 'the', 'region', '.']","(16, 53)"
english,"['What', 'is', 'the', 'largest', 'industry', 'in', 'North', 'Korea', '?']","['Economy', 'of', 'North', 'Korea']","['The', 'most', 'successful', 'export', 'industry', 'is', 'the', 'garment', 'industry', '.', 'Production', 'is', 'by', 'a', 'North', 'Korean', 'firm', 'for', 'a', 'European', 'or', 'other', 'foreign', 'partner', ',', 'by', 'a', 'Chinese', 'firm', 'operating', 'in', 'North', 'Korea', 'with', 'a', 'North', 'Korean', 'partner', ',', 'or', 'by', 'North', 'Korean', 'workers', 'working', 'in', 'Chinese', 'or', 'other', 'foreign', 'factories', '.[52][53', ']', 'Wages', 'are', 'the', 'lowest', 'in', 'northeastern', 'Asia', '.[54', ']']","(7, 8)"
english,"['What', 'was', 'the', 'first', 'soap', 'opera', '?']","['Soap', 'opera']","['The', 'first', 'serial', 'considered', 'to', 'be', 'a', '""', 'soap', 'opera', '""', 'was', 'Painted', 'Dreams', ',', 'which', 'debuted', 'on', 'October', '20', ',', '1930', 'on', 'Chicago', 'radio', 'station', 'WGN', '.[5', ']', 'Early', 'radio', 'series', 'such', 'as', 'Painted', 'Dreams', 'were', 'broadcast', 'in', 'weekday', 'daytime', 'slots', ',', 'usually', 'five', 'days', 'a', 'week', '.', 'Most', 'of', 'the', 'listeners', 'would', 'be', 'housewives', '.', 'Thus', ',', 'the', 'shows', 'were', 'aimed', 'at', 'and', 'consumed', 'by', 'a', 'predominantly', 'female', 'audience', '.[2', ']', 'The', 'first', 'nationally', 'broadcast', 'radio', 'soap', 'opera', 'was', 'Clara', ',', 'Lu', ',', 'and', 'Em', ',', 'which', 'aired', 'on', 'the', 'NBC', 'Blue', 'Network', 'at', '10:30p.m', '.', 'Eastern', 'Time', 'on', 'January', '27', ',', '1931', '.']","(12, 14)"
english,"['What', 'are', 'the', 'origins', 'of', 'the', 'word', 'harmony', '?']",['Harmony'],"['The', 'term', 'harmony', 'derives', 'from', 'the', 'Greek', 'ἁρμονία', 'harmonia', ',', 'meaning', '""', 'joint', ',', 'agreement', ',', 'concord""', ',[4][5', ']', 'from', 'the', 'verb', 'ἁρμόζω', 'harmozō', ',', '""', '(', 'Ι', ')', 'fit', 'together', ',', 'join""', '.[6', ']', 'In', 'the', 'past', ',', 'harmony', 'often', 'referred', 'to', 'the', 'whole', 'field', 'of', 'music', ',', 'while', 'music', 'referred', 'to', 'the', 'arts', 'in', 'general', '.', 'In', 'Ancient', 'Greece', ',', 'the', 'term', 'defined', 'the', 'combination', 'of', 'contrasted', 'elements', ':', 'a', 'higher', 'and', 'lower', 'note', '.[7', ']', 'Nevertheless', ',', 'it', 'is', 'unclear', 'whether', 'the', 'simultaneous', 'sounding', 'of', 'notes', 'was', 'part', 'of', 'ancient', 'Greek', 'musical', 'practice', ';', 'harmonía', 'may', 'have', 'merely', 'provided', 'a', 'system', 'of', 'classification', 'of', 'the', 'relationships', 'between', 'different', 'pitches', '.', 'In', 'the', 'Middle', 'Ages', 'the', 'term', 'was', 'used', 'to', 'describe', 'two', 'pitches', 'sounding', 'in', 'combination', ',', 'and', 'in', 'the', 'Renaissance', 'the', 'concept', 'was', 'expanded', 'to', 'denote', 'three', 'pitches', 'sounding', 'together', '.[7', ']', 'Aristoxenus', 'wrote', 'a', 'work', 'entitled', 'Harmonika', 'Stoicheia', ',', 'which', 'is', 'thought', 'the', 'first', 'work', 'in', 'European', 'history', 'written', 'on', 'the', 'subject', 'of', 'harmony', '.[8', ']']","(6, 33)"
english,"['What', 'are', 'the', 'two', 'bones', 'in', 'the', 'forearm', 'called', '?']",['Forearm'],"['The', 'forearm', 'contains', 'two', 'long', 'bones', ',', 'the', 'radius', 'and', 'the', 'ulna', ',', 'forming', 'the', 'radioulnar', 'joint', '.', 'The', 'interosseous', 'membrane', 'connects', 'these', 'bones', '.', 'Ultimately', ',', 'the', 'forearm', 'is', 'covered', 'by', 'skin', ',', 'the', 'anterior', 'surface', 'usually', 'being', 'less', 'hairy', 'than', 'the', 'posterior', 'surface', '.']","(8, 12)"
english,"['Where', 'is', 'Belize', '?']",['Belize'],"['Belize', '(', '/bəˈliːz/(listen', ')', ')', '(', 'Spanish', ':', 'Belice', ')', ',', 'is', 'a', 'country', 'located', 'on', 'the', 'eastern', 'coast', 'of', 'Central', 'America', '.', 'Belize', 'is', 'bordered', 'on', 'the', 'northwest', 'by', 'Mexico', ',', 'on', 'the', 'east', 'by', 'the', 'Caribbean', 'Sea', ',', 'and', 'on', 'the', 'south', 'and', 'west', 'by', 'Guatemala', '.', 'It', 'has', 'an', 'area', 'of', '8,800', 'square', 'miles', '(', '22,800km2', ')', 'and', 'a', 'population', 'of', '387,879', '(', '2017)', '.[5', ']', 'Its', 'mainland', 'is', 'about', '180mi', '(', '290', 'km', ')', 'long', 'and', '68mi', '(', '110', 'km', ')', 'wide', '.', 'It', 'has', 'the', 'lowest', 'population', 'and', 'population', 'density', 'in', 'Central', 'America', '.[9', ']', 'The', 'country', ""'s"", 'population', 'growth', 'rate', 'of', '1.87', '%', 'per', 'year', '(', '2015', ')', 'is', 'the', 'second', 'highest', 'in', 'the', 'region', 'and', 'one', 'of', 'the', 'highest', 'in', 'the', 'Western', 'Hemisphere', '.[3', ']']","(15, 22)"
english,"['Why', 'is', 'the', 'flight', 'deck', 'called', 'a', 'cockpit', '?']",['Cockpit'],"['The', 'word', 'cockpit', 'was', 'originally', 'a', 'sailing', 'term', 'for', 'the', 'coxswain', ""'s"", 'station', 'in', 'a', 'Royal', 'Navy', 'ship', ',[3', ']', 'and', 'later', 'the', 'location', 'of', 'the', 'ship', ""'s"", 'rudder', 'controls', '.', 'Cockpit', 'first', ' ', 'appeared', 'in', 'the', 'English', 'language', 'in', 'the', '1580s', ',', '""', 'a', 'pit', 'for', 'fighting', 'cocks', '""', ',', 'from', 'cock', '+', 'pit', '.', 'Used', 'in', 'nautical', 'sense', '(', '1706', ')', 'for', 'midshipmen', ""'s"", 'compartment', 'below', 'decks;', '[4][5', ']', 'transferred', 'to', 'airplanes', '(', '1914', ')', 'and', 'to', 'cars', '(', '1930s)', '.[6', ']', 'From', 'about', '1935', ',', 'cockpit', 'came', 'to', 'be', 'used', 'informally', 'to', 'refer', 'to', 'the', 'driver', ""'s"", 'seat', 'of', 'a', 'car', ',', 'especially', 'a', 'high', 'performance', 'one', ',[7', ']', 'and', 'this', 'is', 'official', 'terminology', 'in', 'Formula', 'One', '.[8', ']']","(4, 18)"
english,"['How', 'high', 'is', 'the', 'highest', 'point', 'in', 'The', 'Alps', '?']",['Alps'],"['The', 'Alps', '(', '/ælps/', ';', ' ', 'French', ':', 'Alpes', '[', 'alp', ']', ';', 'German', ':', 'Alpen', '[', 'ˈalpn̩', ']', ';', 'Italian', ':', 'Alpi', '[', 'ˈalpi', ']', ';', 'Romansh', ':', 'Alps', ';', 'Slovene', ':', 'Alpe', '[', 'ˈáːlpɛ', ']', ')', 'are', 'the', 'highest', 'and', 'most', 'extensive', 'mountain', 'range', 'system', 'that', 'lies', 'entirely', 'in', 'Europe', ',[2][note', '1', ']', 'separating', 'Southern', 'from', 'Central', 'and', 'Western', 'Europe', 'and', 'stretching', 'approximately', '1,200', 'kilometres', '(', '750mi', ')', 'across', 'eight', 'Alpine', 'countries', '(', 'from', 'west', 'to', 'east', '):', 'France', ',', 'Switzerland', ',', 'Italy', ',', 'Monaco', ',', 'Liechtenstein', ',', 'Austria', ',', 'Germany', ',', 'and', 'Slovenia', '.[3', ']', 'The', 'mountains', 'were', 'formed', 'over', 'tens', 'of', 'millions', 'of', 'years', 'as', 'the', 'African', 'and', 'Eurasian', 'tectonic', 'plates', 'collided', '.', 'Extreme', 'shortening', ' ', 'caused', 'by', 'the', 'event', 'resulted', 'in', 'marine', 'sedimentary', 'rocks', 'rising', 'by', 'thrusting', 'and', 'folding', 'into', 'high', 'mountain', 'peaks', 'such', 'as', 'Mont', 'Blanc', 'and', 'the', 'Matterhorn', '.', 'Mont', 'Blanc', 'spans', 'the', 'French', '–', 'Italian', 'border', ',', 'and', 'at', '4,810', 'm', '(', '15,781', 'ft', ')', 'is', 'the', 'highest', 'mountain', 'in', 'the', 'Alps', '.', 'The', 'Alpine', 'region', 'area', 'contains', 'about', 'a', 'hundred', 'peaks', 'higher', 'than', '4,000', 'metres', '(', '13,000', 'ft', ')', '.']","(157, 159)"
english,"['When', 'was', 'Sima', 'Qian', 'born', '?']","['Sima', 'Qian']","['Sima', 'Qian', 'was', 'born', 'at', 'Xiayang', 'in', 'Zuopingyi', '(', 'near', 'modern', 'Hancheng', ',', 'Shaanxi', 'Province', ')', 'around', '145BC', ',', 'though', 'some', 'sources', 'give', 'his', 'birth', 'year', 'as', 'around', '135BC', '.[3', ']', 'Around', '136BC', ',', 'his', 'father', ',', 'Sima', 'Tan', ',', 'received', 'an', 'appointment', 'to', 'the', 'relatively', 'low', '-', 'ranking', 'position', 'of', '""', 'grand', 'historian', '""', '(', 'tàishǐ', '太史', ',', 'alt', '.', '""', 'grand', 'scribe', '""', 'or', '""', 'grand', 'astrologer"")', '.[4][5', ']', 'The', 'grand', 'historian', ""'s"", 'primary', 'duty', 'was', 'to', 'formulate', 'the', 'yearly', 'calendar', ',', 'identifying', 'which', 'days', 'were', 'ritually', 'auspicious', 'or', 'inauspicious', ',', 'and', 'present', 'it', 'to', 'the', 'emperor', 'prior', 'to', 'New', 'Year', ""'s"", 'Day', '.[5', ']', 'Besides', 'these', 'duties', ',', 'the', 'grand', 'historian', 'was', 'also', 'to', 'travel', 'with', 'the', 'emperor', 'for', 'important', 'rituals', 'and', 'to', 'record', 'the', 'daily', 'events', 'both', 'at', 'the', 'court', 'and', 'within', 'the', 'country', '.[6', ']', 'By', 'his', 'account', ',', 'by', 'the', 'age', 'of', 'ten', 'Sima', 'was', 'able', 'to', '""', 'read', 'the', 'old', 'writings', '""', 'and', 'was', 'considered', 'to', 'be', 'a', 'promising', 'scholar', '.[6', ']', 'Sima', 'grew', 'up', 'in', 'a', 'Confucian', 'environment', ',', 'and', 'Sima', 'always', 'regarded', 'his', 'historical', 'work', 'as', 'an', 'act', 'of', 'Confucian', 'filial', 'piety', 'to', 'his', 'father', '.[6', ']']","(16, 29)"
